Nama Perenang:,Sheva
Gaya Renang:,Dada
Time:,140526-1305
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
395.30,23.27,2.89,-20.68
395.40,23.61,3.63,-23.08
395.50,23.91,4.26,-25.33
395.60,24.16,4.70,-27.33
395.70,24.38,4.90,-29.04
395.80,24.56,4.80,-30.36
395.90,24.70,4.37,-31.24
396.00,24.81,3.60,-31.59
396.10,24.89,2.49,-31.36
396.20,24.96,1.08,-30.50
396.30,25.02,-0.56,-28.95
396.40,25.09,-2.35,-26.69
396.50,25.17,-4.18,-23.72
396.60,25.27,-5.92,-20.05
396.70,25.40,-7.44,-15.71
396.80,25.57,-8.61,-10.78
396.90,25.78,-9.32,-5.34
397.00,26.04,-9.47,0.47
397.10,26.33,-9.00,6.52
397.20,26.66,-7.90,12.63
397.30,27.00,-6.19,18.60
397.40,27.36,-3.94,24.23
397.50,27.70,-1.27,29.30
397.60,28.00,1.67,33.60
397.70,28.23,4.69,36.91
397.80,28.38,7.59,39.07
397.90,28.40,10.15,39.91
398.00,28.27,12.19,39.34
398.10,27.96,13.54,37.31
398.20,27.45,14.06,33.82
398.30,26.73,13.68,28.96
398.40,25.79,12.38,22.87
398.50,24.63,10.21,15.78
398.60,23.29,7.27,7.96
398.70,21.78,3.74,-0.23
398.80,20.17,-0.17,-8.44
398.90,18.50,-4.21,-16.26
399.00,16.88,-8.13,-23.28
399.10,15.37,-11.65,-29.15
399.20,14.09,-14.54,-33.52
399.30,13.13,-16.58,-36.15
399.40,12.60,-17.64,-36.86
399.50,12.57,-17.61,-35.61
399.60,13.13,-16.49,-32.43
399.70,14.32,-14.33,-27.51
399.80,16.16,-11.24,-21.14
399.90,18.61,-7.41,-13.70
400.00,21.63,-3.08,-5.64
400.10,25.09,1.50,2.51
400.20,28.85,6.06,10.26
400.30,32.70,10.30,17.11
400.40,36.43,13.98,22.61
400.50,39.79,16.89,26.45
400.60,42.53,18.85,28.39
400.70,44.41,19.75,28.36
400.80,45.25,19.56,26.42
400.90,44.90,18.29,22.78
401.00,43.27,16.02,17.76
401.10,40.39,12.90,11.77
401.20,36.37,9.11,5.31
401.30,31.40,4.86,-1.12
401.40,25.78,0.40,-7.04
401.50,19.88,-4.05,-12.03
401.60,14.13,-8.24,-15.76
401.70,8.96,-11.98,-18.02
401.80,4.80,-15.08,-18.73
401.90,2.02,-17.41,-17.96
402.00,0.91,-18.89,-15.87
402.10,1.63,-19.45,-12.75
402.20,4.18,-19.12,-8.93
402.30,8.43,-17.95,-4.81
402.40,14.07,-16.01,-0.75
402.51,20.66,-13.43,2.92
402.61,27.66,-10.35,5.91
402.70,34.48,-6.92,8.06
402.80,40.51,-3.32,9.27
402.90,45.20,0.29,9.56
403.01,48.12,3.78,9.02
403.11,49.00,6.99,7.81
403.20,47.73,9.82,6.14
403.30,44.45,12.18,4.22
403.40,39.44,14.00,2.29
403.51,33.21,15.24,0.51
403.61,26.34,15.90,-0.96
403.70,19.50,16.00,-2.04
403.80,13.36,15.55,-2.69
403.90,8.49,14.63,-2.95
404.01,5.33,13.29,-2.86
404.11,4.16,11.61,-2.51
404.21,5.02,9.67,-2.01
404.31,7.77,7.56,-1.45
404.41,12.05,5.35,-0.92
404.51,17.39,3.13,-0.47
404.61,23.19,0.97,-0.14
404.71,28.85,-1.07,0.05
404.81,33.82,-2.95,0.14
404.91,37.63,-4.61,0.14
405.01,39.96,-6.04,0.10
405.11,40.68,-7.21,0.04
405.21,39.82,-8.11,0.01
405.31,37.59,-8.75,0.00
405.41,34.31,-9.13,0.04
405.51,30.40,-9.26,0.10
405.61,26.32,-9.18,0.15
405.71,22.48,-8.91,0.16
405.81,19.25,-8.46,0.10
405.91,16.90,-7.89,-0.06
406.01,15.57,-7.20,-0.34
406.11,15.28,-6.44,-0.74
406.21,15.95,-5.62,-1.25
406.31,17.38,-4.79,-1.82
406.41,19.35,-3.95,-2.40
406.51,21.57,-3.14,-2.94
406.61,23.80,-2.36,-3.36
406.71,25.82,-1.64,-3.60
406.81,27.45,-0.97,-3.58
406.91,28.59,-0.38,-3.26
407.01,29.21,0.13,-2.62
407.11,29.34,0.57,-1.63
407.21,29.05,0.92,-0.33
407.31,28.45,1.21,1.25
407.41,27.66,1.42,3.04
407.51,26.80,1.56,4.96
407.61,25.98,1.64,6.91
407.71,25.26,1.66,8.79
407.81,24.70,1.64,10.49
407.91,24.31,1.59,11.89
408.01,24.10,1.49,12.93
408.11,24.02,1.38,13.50
408.21,24.06,1.24,13.57
408.31,24.17,1.10,13.09
408.41,24.31,0.95,12.04
408.51,24.45,0.81,10.44
408.61,24.59,0.67,8.33
408.71,24.71,0.53,5.75
408.81,24.83,0.41,2.79
408.91,24.95,0.31,-0.48
409.01,25.08,0.22,-3.95
409.11,25.25,0.14,-7.54
409.21,25.45,0.08,-11.13
409.31,25.70,0.04,-14.62
409.41,25.97,0.02,-17.93
409.51,26.26,0.00,-20.97
409.61,26.53,0.00,-23.66
409.71,26.75,0.01,-25.93
409.81,26.90,0.02,-27.75
409.91,26.93,0.03,-29.06
410.01,26.81,0.05,-29.86
410.11,26.52,0.06,-30.13
410.21,26.06,0.07,-29.89
410.31,25.41,0.06,-29.13
410.41,24.59,0.04,-27.88
410.51,23.63,0.01,-26.18
410.61,22.55,-0.05,-24.08
410.71,21.41,-0.12,-21.61
410.81,20.25,-0.22,-18.83
410.91,19.14,-0.35,-15.78
411.01,18.12,-0.51,-12.51
411.11,17.26,-0.69,-9.09
411.21,16.60,-0.90,-5.56
411.31,16.20,-1.14,-1.97
411.41,16.07,-1.42,1.64
411.51,16.26,-1.72,5.21
411.61,16.77,-2.04,8.72
411.71,17.59,-2.39,12.13
411.81,18.73,-2.76,15.40
411.91,20.17,-3.14,18.51
412.01,21.86,-3.54,21.44
412.11,23.77,-3.95,24.17
412.21,25.85,-4.35,26.67
412.31,28.06,-4.75,28.95
412.41,30.34,-5.14,30.98
412.51,32.63,-5.50,32.77
412.61,34.87,-5.83,34.31
412.71,37.02,-6.12,35.61
412.81,39.01,-6.36,36.66
412.91,40.81,-6.54,37.46
413.01,42.37,-6.65,38.03
413.11,43.66,-6.69,38.36
413.21,44.64,-6.63,38.47
413.31,45.29,-6.48,38.37
413.41,45.61,-6.22,38.06
413.51,45.58,-5.86,37.55
413.61,45.19,-5.37,36.86
413.71,44.46,-4.76,36.00
413.81,43.40,-4.03,34.97
413.91,42.02,-3.17,33.79
414.01,40.35,-2.20,32.48
414.11,38.42,-1.10,31.04
414.21,36.25,0.10,29.47
414.31,33.88,1.41,27.82
414.41,31.36,2.79,26.07
414.51,28.71,4.24,24.25
414.61,25.99,5.74,22.36
414.71,23.23,7.25,20.42
414.81,20.48,8.75,18.45
414.91,17.78,10.21,16.45
415.01,15.18,11.60,14.44
415.11,12.72,12.88,12.43
415.21,10.42,14.01,10.43
415.31,8.34,14.96,8.46
415.41,6.50,15.69,6.54
415.51,4.94,16.16,4.67
415.61,3.67,16.35,2.86
415.71,2.72,16.23,1.14
415.81,2.11,15.78,-0.49
415.91,1.85,14.97,-2.02
416.01,1.94,13.81,-3.44
416.11,2.37,12.30,-4.72
416.21,3.16,10.45,-5.88
416.31,4.28,8.29,-6.89
416.41,5.70,5.84,-7.75
416.51,7.41,3.17,-8.46
416.61,9.37,0.32,-9.01
416.71,11.55,-2.63,-9.41
416.81,13.90,-5.61,-9.64
416.91,16.37,-8.53,-9.72
417.01,18.92,-11.30,-9.66
417.11,21.49,-13.82,-9.45
417.21,24.02,-16.01,-9.11
417.31,26.46,-17.79,-8.66
417.41,28.75,-19.06,-8.10
417.51,30.85,-19.78,-7.46
